Supplier ID,Shape,Weight,Color,Clarity,Total Price,Lot Number,Stock Number,Lab,Cert #,Certificate Image,2nd Image,Dimension,Depth %,Table %,Crown Angle,Crown %,Pavilion Angle,Pavilion %,Girdle Thinnest,Girdle Thickest,Girdle %,Culet Size,Culet Condition,Polish,Symmetry,Fluor Color,Fluor Intensity,Enhancements,Remarks,Availability,Is Active,FC-Main Body,FC- Intensity,FC- Overtone,Matched Pair,Separable,Matching Stock #,Pavilion,Syndication,Cut Grade,External Url,Lab Grown/Natural
89782,Old Miner,2.01,J,VS2,9221.88,,R976003,GIA,2235683029,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33462416235&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33462416236&PhysicalType=MAIN,7.12|7.04|4.92,69.80,58.00,,,,,Very Thick,Extremely Thick,,Large,,Excellent,Very Good,,None,,"Antique Square Cushion; Beautiful Make!",Guaranteed Available,Y,,,,True,True,R996903,,,,https://v3601512.v360.in/vision360.html?d=60303,NATURAL
89782,Round,2.01,E,VS2,21868.80,,R984208,GIA,2536090671,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33479748615&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33486497152&PhysicalType=MAIN,8.07|8.12|4.92,60.80,60.00,32.00,12.50,41.40,44.00,Slightly Thick,,,None,,Excellent,Excellent,,None,,"VS2+; No Black; 100% I CLN; Amazing Stone!",On Memo,Y,,,,True,True,S843615,,,Excellent,https://v3601512.v360.in/vision360.html?d=60293,NATURAL
89782,Old Miner,2.01,I,VS2,11396.70,,R996903,GIA,1232682907,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33462416237&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33462416238&PhysicalType=MAIN,7.15|7.03|4.91,69.80,57.00,,,,,Thick,Extremely Thick,,Very Large,,Excellent,Excellent,,Faint,,"Antique Square Cushion; Beautiful Make!",Guaranteed Available,Y,,,,True,True,R976003,,,,https://v3601512.v360.in/vision360.html?d=60274,NATURAL
89782,Round,1.01,J,I1,955.46,,RC1055271,IGI,606342792,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=32437935910&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=32449363244&PhysicalType=MAIN,6.35|6.39|3.99,62.60,57.00,35.80,15.50,40.90,43.00,Medium,Slightly Thick,,None,,Excellent,Excellent,,None,,"",Guaranteed Available,Y,,,,False,True,,,,Excellent,https://v3601512.v360.in/vision360.html?d=55271,NATURAL
89782,Round,9.00,J,SI2,112455.00,,RC112918,HRD,220000038676,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=32854189588&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=32854189589&PhysicalType=MAIN,13.17|13.22|8.27,63.00,57.00,35.60,15.50,40.90,43.50,Medium,,,None,Pointed,Excellent,Excellent,,None,,"",Guaranteed Available,Y,,,,False,True,,,,Excellent,https://v3601512.v360.in/vision360.html?d=53815,NATURAL
89782,Radiant,2.20,H,VS1,27577.00,,RC1246504,GIA,1548002079,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33721903108&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33721903110&PhysicalType=MAIN,9.09|6.24|3.99,64.00,65.00,,,,,Thick,Very Thick,,None,,Excellent,Excellent,,Faint,,"",Guaranteed Available,Y,,,,False,True,,,,,https://v3601512.v360.in/vision360.html?d=60652,NATURAL
89782,Oval,2.21,I,SI1,20475.65,,RC1247204,GIA,7536925625,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33721903111&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33721903112&PhysicalType=MAIN,11.29|6.51|4.16,63.90,61.00,,,,,Thick,Very Thick,,None,,Excellent,Excellent,,None,,"",Guaranteed Available,Y,,,,False,True,,,,,https://v3601512.v360.in/vision360.html?d=60737,NATURAL
89782,Round,0.91,K,SI2,778.05,,RC12653,IGI,654480786,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043331789&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101282272&PhysicalType=MAIN,6.04|6.08|3.89,64.10,55.00,37.40,17.00,40.20,42.00,Medium,Thick,,None,,Excellent,Very Good,,Very Slight,,"",Guaranteed Available,Y,,,,False,True,,,,Very Good,https://v3601512.v360.in/vision360.html?d=12653,NATURAL
89782,Old European,3.01,H,SI1,52976.00,,RC1287904,GIA,6531928299,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33721903113&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33721903114&PhysicalType=MAIN,8.78|8.83|5.56,63.10,56.00,,,,,Slightly Thick,Thick,,Large,,Excellent,Excellent,,None,,"",Guaranteed Available,Y,,,,False,True,,,,,https://v3601512.v360.in/vision360.html?d=60627,NATURAL
89782,Round,1.70,E,I1,3359.20,,RC1297,IGI,560220922,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043331791&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101416367&PhysicalType=MAIN,7.67|7.72|4.65,60.50,63.50,34.80,13.00,41.30,44.00,Medium,Slightly Thick,,None,,Excellent,Very Good,,None,,"",Guaranteed Available,Y,,,,False,True,,,,Very Good,https://v3601512.v360.in/vision360.html?d=1297,NATURAL
89782,Round,1.52,L,SI2,1680.36,,RC14752,IGI,529286434,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043331793&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101416368&PhysicalType=MAIN,7.5|7.52|4.43,59.00,57.00,34.70,15.00,40.00,41.50,Thin,Medium,,None,,Excellent,Excellent,,None,,"",On Memo,Y,,,,False,True,,,,Very Good,https://v3601512.v360.in/vision360.html?d=14752,NATURAL
89782,Round,1.51,M,SI2,1540.20,,RC16785,IGI,582359714,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043331794&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101416369&PhysicalType=MAIN,7.21|7.26|4.56,62.90,58.00,35.60,15.00,40.70,43.00,Slightly Thick,Thick,,None,,Excellent,Excellent,,Very Slight,,"",On Memo,Y,,,,False,True,,,,Very Good,https://v3601512.v360.in/vision360.html?d=16785,NATURAL
89782,Round,0.91,I,I1,728.00,,RC24870,IGI,654480787,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043331795&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101282273&PhysicalType=MAIN,6.05|6.11|3.91,64.30,54.00,37.50,17.50,40.00,41.50,Slightly Thick,Thick,,None,,Excellent,Excellent,,None,,"",Guaranteed Available,Y,,,,False,True,,,,Very Good,https://v3601512.v360.in/vision360.html?d=24870,NATURAL
89782,Round,0.90,J,SI2,812.70,,RC24963,IGI,654480784,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043331797&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101282274&PhysicalType=MAIN,6.1|6.16|3.86,62.90,57.00,35.50,15.50,41.00,43.50,Medium,Slightly Thick,,None,,Excellent,Excellent,,None,,"",Guaranteed Available,Y,,,,False,True,,,,Excellent,https://v3601512.v360.in/vision360.html?d=24963,NATURAL
89782,Round,1.03,L,I1,639.63,,RC27355,IGI,642435922,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043331799&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101282275&PhysicalType=MAIN,6.26|6.32|4.05,64.30,59.00,37.30,15.50,41.20,43.50,Slightly Thick,Thick,,,,Good,Very Good,,Slight,,"",Guaranteed Available,Y,,,,False,True,,,,Very Good,https://v3601512.v360.in/vision360.html?d=27355,NATURAL
89782,Princess,1.31,I,I1,1268.08,,RC37309,IGI,606341975,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043334403&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33106042736&PhysicalType=MAIN,6.1|5.89|4.46,75.70,72.00,34.50,8.00,42.00,66.00,Medium,Slightly Thick,,None,,Excellent,Very Good,,None,,"",Guaranteed Available,Y,,,,False,True,,,,Very Good,https://v3601512.v360.in/vision360.html?d=37309,NATURAL
89782,Round,2.02,H,I1,2626.00,,RC4239,IGI,606341970,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043334405&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101416371&PhysicalType=MAIN,7.76|7.82|5.03,64.50,62.00,37.50,15.00,40.60,43.00,Thick,Very Thick,,None,,Excellent,Very Good,,None,,"",On Memo,Y,,,,False,True,,,,Good,https://v3601512.v360.in/vision360.html?d=4239,NATURAL
89782,Round,1.56,H,SI2,2874.30,,RC42893,HRD,220000105345,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043454584&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101416372&PhysicalType=MAIN,7.37|7.39|4.57,62.00,59.00,36.10,15.00,40.60,43.00,Medium,,,None,Pointed,Excellent,Excellent,,None,,"",Guaranteed Available,Y,,,,False,True,,,,Excellent,https://v360.diamonds/c/a109d15d-b8d1-4e0d-8753-3d162f805af6?m=d&a=42893,NATURAL
89782,Round,2.12,J,I1,2804.76,,RC44254,IGI,582359715,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043334406&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101416373&PhysicalType=MAIN,8.12|8.16|5.14,63.20,55.00,36.20,16.50,40.40,42.50,Medium,Slightly Thick,,None,,Excellent,Excellent,,None,,"",Guaranteed Available,Y,,,,False,True,,,,Excellent,https://v3601512.v360.in/vision360.html?d=44254,NATURAL
89782,Pear,2.20,F,SI1,15315.30,,RC456296,GIA,2457954781,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043334410&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33312851488&PhysicalType=MAIN,11.29|7.19|4.49,62.50,59.00,,,,,Slightly Thick,Very Thick,,None,,Excellent,Excellent,,Faint,,"",On Memo,Y,,,,False,True,,,,,https://v3601512.v360.in/vision360.html?d=56296,NATURAL
89782,Oval,2.50,D,SI1,28012.50,,RC459524,GIA,2517389900,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043335164&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101991068&PhysicalType=MAIN,10.83|7.75|4.69,60.50,56.00,,,,,Slightly Thick,Very Thick,,None,,Excellent,Excellent,,None,,"Solid but 100% I CLN; French Culet; Video Makes Stone Worse Then It Is; Beautiful Stone!",Guaranteed Available,Y,,,,False,True,,,,,https://v3601512.v360.in/vision360.html?d=59524,NATURAL
89782,Emerald,2.50,H,VS1,20843.75,,RC459660,GIA,2516477987,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043335183&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101851642&PhysicalType=MAIN,8.77|6.32|4.41,69.80,65.00,,,,,Thick,Very Thick,,None,,Excellent,Excellent,,Faint,,"",Guaranteed Available,Y,,,,False,True,,,,,https://v3601512.v360.in/vision360.html?d=59660,NATURAL
89782,Oval,2.51,L,SI1,8796.30,,RC459704,GIA,1519511233,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043335191&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101991071&PhysicalType=MAIN,10.76|7.64|4.76,62.30,59.00,,,,,Thick,Very Thick,,None,,Excellent,Excellent,,Faint,,"",Guaranteed Available,Y,,,,False,True,,,,,https://v3601512.v360.in/vision360.html?d=59704,NATURAL
89782,Radiant,3.01,G,SI2,27541.50,,RC459784,GIA,2514651165,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043335609&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33106046752&PhysicalType=MAIN,9.98|7.24|4.95,68.40,66.00,,,,,Slightly Thick,,,None,,Excellent,Excellent,,None,,"",Guaranteed Available,Y,,,,False,True,,,,,https://v3601512.v360.in/vision360.html?d=59784,NATURAL
89782,Round,1.50,I,VS2,5859.00,,RC459836,GIA,5513235624,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33346407683&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33346407684&PhysicalType=MAIN,7.24|7.3|4.56,62.70,57.00,35.50,15.50,41.00,43.50,Medium,Slightly Thick,,None,,Excellent,Excellent,,Faint,,"",On Memo,Y,,,,True,True,A322214,,,Excellent,https://v360.diamonds/c/a109d15d-b8d1-4e0d-8753-3d162f805af6?m=d&a=5513235624,NATURAL
89782,Round,1.62,E,SI2,7050.24,,RC459902,GIA,6512566828,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043335617&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101851644&PhysicalType=MAIN,7.52|7.58|4.63,61.30,58.00,34.00,14.00,41.40,44.00,Medium,Slightly Thick,,None,,Excellent,Excellent,,None,,"SI2+; 100% I CLN; No Blk;  Beautiful Stone!",Guaranteed Available,Y,,,,False,True,,,,Excellent,https://v3601512.v360.in/vision360.html?d=59902,NATURAL
89782,Round,0.80,J,SI2,576.00,,RC49733,IGI,651447450,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043335624&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101282278&PhysicalType=MAIN,5.91|5.96|3.69,62.20,57.00,35.00,15.00,40.90,43.00,Medium,Slightly Thick,,None,,Excellent,Excellent,,None,,"",On Memo,Y,,,,False,True,,,,Excellent,https://v3601512.v360.in/vision360.html?d=49733,NATURAL
89782,Round,0.92,F,I1,931.04,,RC50035,IGI,654480788,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043335625&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101282279&PhysicalType=MAIN,6.08|6.14|3.89,63.80,55.00,37.30,17.00,40.10,42.00,Slightly Thick,Thick,,None,,Excellent,Very Good,,None,,"",Guaranteed Available,Y,,,,False,True,,,,Very Good,https://v3601512.v360.in/vision360.html?d=50035,NATURAL
89782,Round,1.06,E,I1,1380.12,,RC53508,IGI,529286432,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043335629&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101282280&PhysicalType=MAIN,6.51|6.54|4.01,61.50,58.50,35.40,14.50,40.80,43.00,Medium,Slightly Thick,,None,,Excellent,Excellent,,None,,"",On Memo,Y,,,,False,True,,,,Excellent,https://v3601512.v360.in/vision360.html?d=53508,NATURAL
89782,Round,2.08,I,I1,4504.24,,RC53510,IGI,563233061,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043335631&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101416392&PhysicalType=MAIN,7.87|7.97|5.14,64.80,56.00,38.60,17.50,40.40,42.50,Slightly Thick,Thick,,None,,Excellent,Very Good,,Very Slight,,"",Guaranteed Available,Y,,,,False,True,,,,Very Good,https://v3601512.v360.in/vision360.html?d=53510,NATURAL
89782,Radiant,2.02,F,I1,3217.86,,RC53655,IGI,606341979,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043335632&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33106046754&PhysicalType=MAIN,9.62|6.19|3.82,61.70,68.00,48.60,15.00,31.40,44.50,Medium,,,None,,Excellent,Excellent,,None,,"",On Memo,Y,,,,False,True,,,,Very Good,https://v3601512.v360.in/vision360.html?d=53655,NATURAL
89782,Round,1.03,F,I1,1284.41,,RC53656,IGI,606342796,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043335634&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101282281&PhysicalType=MAIN,6.42|6.46|4.03,62.60,56.00,35.20,15.50,40.80,43.00,Medium,Slightly Thick,,None,,Excellent,Excellent,,None,,"",On Memo,Y,,,,True,True,RC56148,,,Excellent,https://v3601512.v360.in/vision360.html?d=53656,NATURAL
89782,Radiant,1.01,I,VS2,1550.86,,RC54019,IGI,519259295,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043335637&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33106046756&PhysicalType=MAIN,7.3|4.84|3.29,68.00,69.50,36.60,9.50,36.30,53.50,Slightly Thick,,,None,,Excellent,,,None,,"",Guaranteed Available,Y,,,,False,True,,,,Very Good,https://v3601512.v360.in/vision360.html?d=54019,NATURAL
89782,Round,0.80,F,SI2,806.40,,RC54141,IGI,523292930,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043335638&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101416394&PhysicalType=MAIN,5.82|5.88|3.65,62.30,62.50,35.20,13.00,41.30,44.00,Medium,Thick,,None,,Excellent,Very Good,,None,,"",Guaranteed Available,Y,,,,False,True,,,,Very Good,https://v3601512.v360.in/vision360.html?d=54141,NATURAL
89782,Radiant,1.07,G,I1,959.79,,RC54276,IGI,606341978,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043335639&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33106046757&PhysicalType=MAIN,7.55|5.08|3.39,66.70,67.00,39.20,10.50,36.70,54.00,Medium,,,None,,Excellent,Excellent,,None,,"",Guaranteed Available,Y,,,,False,True,,,,Very Good,https://v3601512.v360.in/vision360.html?d=54276,NATURAL
89782,Round,1.57,F,SI2,3818.24,,RC54625,HRD,220000105347,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043454585&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101416395&PhysicalType=MAIN,7.43|7.47|4.57,61.00,58.00,35.00,14.50,40.60,43.00,Medium,,,None,Pointed,Excellent,Excellent,,None,,"",Guaranteed Available,Y,,,,True,True,RC56435,,,Excellent,https://v3601512.v360.in/vision360.html?d=54625,NATURAL
89782,Radiant,1.00,F,I1,966.00,,RC54667,IGI,606341976,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043335640&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33106046758&PhysicalType=MAIN,7.82|4.98|2.98,59.80,67.00,39.00,10.50,31.80,44.50,Medium,Slightly Thick,,None,,Excellent,Excellent,,None,,"",Guaranteed Available,Y,,,,False,True,,,,Very Good,https://v3601512.v360.in/vision360.html?d=54667,NATURAL
89782,Oval,1.50,D,N/A,3098.25,,RC54764,HRD,220000125950,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33362548300&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33362548305&PhysicalType=MAIN,8.73|6.47|4.22,65.00,63.00,0.00,14.00,0.00,46.50,Medium,,,None,Pointed,Excellent,Excellent,,None,,"",On Memo,Y,,,,False,True,,,,,https://v3601512.v360.in/vision360.html?d=54764,NATURAL
89782,Round,1.06,G,SI2,1469.16,,RC54934,HRD,240000024614,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043454586&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101416396&PhysicalType=MAIN,6.46|6.49|4.06,63.00,56.00,35.10,15.50,40.90,43.50,Medium,,,None,Pointed,Very Good,Excellent,,Medium,,"",On Memo,Y,,,,True,True,RC55161,,,Excellent,https://v3601512.v360.in/vision360.html?d=54934,NATURAL
89782,Round,1.00,F,I1,1044.00,,RC55008,IGI,606342788,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043335644&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101416397&PhysicalType=MAIN,6.2|6.23|4.01,64.50,56.00,38.30,17.00,40.10,42.00,Slightly Thick,Thick,,None,,Excellent,Very Good,,None,,"",Guaranteed Available,Y,,,,False,True,,,,Very Good,https://v3601512.v360.in/vision360.html?d=55008,NATURAL
89782,Round,1.01,J,I2,662.06,,RC55075,IGI,642435921,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043335646&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101282283&PhysicalType=MAIN,6.25|6.29|4.03,64.20,59.00,37.10,15.50,41.30,43.50,Slightly Thick,Thick,,None,,Excellent,Excellent,,Very Slight,,"",Guaranteed Available,Y,,,,False,True,,,,Very Good,https://v3601512.v360.in/vision360.html?d=55075,NATURAL
89782,Round,1.50,G,I1,2760.00,,RC55097,IGI,560220921,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043335647&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101416398&PhysicalType=MAIN,7.25|7.3|4.54,62.30,57.50,36.10,15.50,40.60,42.50,Medium,Slightly Thick,,None,,Excellent,Excellent,,None,,"",On Memo,Y,,,,False,True,,,,Excellent,https://v3601512.v360.in/vision360.html?d=55097,NATURAL
89782,Round,1.02,G,I1,1239.30,,RC55159,IGI,585336669,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043336200&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101282284&PhysicalType=MAIN,6.39|6.42|4.01,62.60,56.00,35.70,15.50,40.80,43.00,Medium,Slightly Thick,,None,,Excellent,Excellent,,None,,"",Guaranteed Available,Y,,,,False,True,,,,Excellent,https://v3601512.v360.in/vision360.html?d=55159,NATURAL
89782,Round,1.06,G,SI2,1084.38,,RC55161,HRD,220000153528,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043454587&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101282285&PhysicalType=MAIN,6.46|6.51|4.07,63.00,55.00,35.10,15.50,40.80,43.00,Medium,,,None,Pointed,Excellent,Excellent,,Slight,,"",On Memo,Y,,,,True,True,RC54934,,,Excellent,https://v3601512.v360.in/vision360.html?d=55161,NATURAL
89782,Round,2.02,H,I1,5777.20,,RC55400,IGI,560220918,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043336204&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101416399&PhysicalType=MAIN,8.03|8.1|5.02,62.30,57.00,35.00,15.00,41.00,43.50,Medium,,,None,,Excellent,Excellent,,None,,"",Guaranteed Available,Y,,,,False,True,,,,Excellent,https://v3601512.v360.in/vision360.html?d=55400,NATURAL
89782,Round,1.71,G,SI2,5027.40,,RC55707,IGI,563235080,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043336210&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33101423700&PhysicalType=MAIN,7.61|7.65|4.75,62.20,56.00,34.50,15.00,40.90,43.00,Medium,Slightly Thick,,None,,Excellent,Excellent,,None,,"",Guaranteed Available,Y,,,,True,True,S228814,,,Excellent,https://v3601512.v360.in/vision360.html?d=55707,NATURAL
89782,Princess,1.10,F,I1,1201.20,,RC55727,IGI,606341974,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043336212&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33106046760&PhysicalType=MAIN,5.83|5.74|4.13,72.00,75.00,40.40,8.50,41.10,62.00,Medium,,,None,,Excellent,Very Good,,None,,"",Guaranteed Available,Y,,,,False,True,,,,Very Good,https://v3601512.v360.in/vision360.html?d=55727,NATURAL
89782,Radiant,0.90,G,SI2,838.35,,RC5588,IGI,654480818,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043336215&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33106046761&PhysicalType=MAIN,6.48|4.55|3.32,73.00,68.00,43.80,14.50,30.40,51.50,Very Thick,,,None,,Excellent,Very Good,,None,,"",Guaranteed Available,Y,,,,False,True,,,,Very Good,https://v3601512.v360.in/vision360.html?d=5588,NATURAL
89782,Radiant,1.01,G,SI2,1149.89,,RC56006,HRD,230000015132,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33043454590&PhysicalType=MAIN,http://www.polygon.net/content-attachment.mgmt-view.versioned.attachment-en.jsa?VersionId=33106046763&PhysicalType=MAIN,7.27|4.64|3.23,70.00,68.00,0.00,15.50,0.00,48.00,Very Thick,,,None,Pointed,Very Good,Excellent,,Slight,,"",Guaranteed Available,Y,,,,False,True,,,,,https://v3601512.v360.in/vision360.html?d=56006,NATURAL
